 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 2; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 2; 2; 2; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 1; 2; 2; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 1; 1; 2; 2; 2; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 2; 2; 2; 2; 2; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 2; 2; 2; 1; 1; 1; 1; 1; 1; 1; 1; 0;
 0; 1; 1; 2; 2; 2; 1; 1; 1; 2; 2; 2; 3; 1; 0;
 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0;


 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0;
 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0;
 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0;
 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;


 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0;
 0; 2; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 6;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;


 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 1; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0;
 0; 0; 0; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0;
 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;
 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0;
 0; 0; 1; 1; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0;
 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0;

0;10;
2;1;
1;8;
2;7;
13;12;
4;14;

-1;-1;-1;1;8;-1;-1;-1;0
2;0;0;0;0;0;0;0.000000;0;0;60;80;medical kit
